review_body,stars,product_category
"Novela muy curiosa al principio, pero a partir de la aparición del niño y el perro, ya se ve que es demasiado irreal y pierde todo su interés. La historia que cuenta es muy extraña e increible o con muy pocas probabilidades de que pueda ocurrir algo parecido a lo que se cuenta en la novela.",2,digital_ebook_purchase
MEJORA EL RENDIMIENTO DEL COCHE EN CARRETERA,5,automotive
"Es un protector de pantalla, que se adapta bien al huawei p9 (de los que mejor se adaptan), cubre totalmente. Pero he de decir, que a la segunda caída, desde la silla, se partió por la mitad. Por lo que dudo, que sea de buena calidad.",2,wireless
"Un distribuidor normal. Lo compré por que es distribuidor ""amplificador"" y pensé que la señal llegaría más potente pero el resultado ha sido igual a los distribuidores que ya tenía.",3,other
Están bien pero son muy bastos,4,home
Es grande y no hace mucho lo de quitar pelusas cuando haces una lavadora.,2,home
"Bien, salvo por alguna raya en la pantalla y que el cargador que traía no es original de Apple y encima no funcionaba",3,wireless
Horribles. Se agrietan los labio en cuanto te pones.,1,beauty
"Marco dos estrellas por tener un altavoz muy flojo y sonido a caja, nada claro y mucho peor que los altavoces de mi portátil. Recomiendo comprarlo sin altavoz ya que son 20€ más y no mejoran nada los altavoces de mi actual Macbook Pro 13"". Por lo demás es un gran monitor.",2,pc
"No lleva la ventosa cuesta mucho ponerlo , por lo demas esta bastante bien . Se acopla como un guante",3,wireless
pedí el producto hace más de cuarenta dias y aún no me ha llegado,1,toy
Corresponde con lo esperado,4,jewelry
"Es una funda de gel de las de toda la vida con una impresión detrás que tampoco es que sea espectacular. pero también decir que calidad precio no esta mal, por ese dinero no pretendas tener una funda de la hostia. Las impresiones molan porque son originales. También tengo que decir que la funda le queda como un guante al móvil, eso también es verdad. Vamos que encaja perfectamente.",3,wireless
"Perfectas en todo, en la talla (ya que tenía otras New Balance y pedí mi número, el color genial y el envio rápido. Tan sólo destacar que la suela es mas fina que las que tenía y en la imagen parecía mas gruesa, y que es la horma mas fina o estrecha que las otras mias, las 574 Clasic que son mas redondas la puntera y no tan finas de horma. Muy bien y muy contento",4,shoes
"Es cierto que los niños no tratan bien las cosas a veces, pero no es normal que se haya roto la cremallera el primer día que lo lleva al cole.",2,toy
"Funciona como se espera pero es muy caro. Hay otras marcas en Amazon que por el mismo precio te llevas 2 o 3 botes que hacen exactamente lo mismo y duran igual. Al final ""solo"" es aire y no veo diferencia entre esta marca y otras.",2,pc
Congelador perfecto. Plásticos de gran calidad. Distribucion muy útil.,5,other
"No puedo poner ninguna pega, tiene muchos bolsillos, el ordenador va muy bien resguardado y a parte el gran espacio de la mochila que permite meter libros y demás accesorios del ordenador.",5,pc
Me gusta porque tiene de todo por el precio,4,wireless
"El zapato coincide con la talla, para pie ancho justito, muy elegante y cómodos, me han llegado de un día para otro, lo compre en domingo y me llegó el lunes por la tarde.",4,shoes
"Es para montar un SSD en una bahía de 3,5",3,pc
"Un producto muy malo,llego totalmente roto,descontento total con el producto, para tirarlo a la basura,espero que me envien otro gratis",1,wireless
"EL ARTICULO LLEGO ANTES DE TIEMPO, BUENA CALIDAD , PERO LA FOTO ES DIFERENTE DEL PRODUCTO RECEBIDO, FOTO ENGAÑOSA",2,furniture
"Es la tercera funda de estas caracteristicas que le compro a mi lenovo, no por mala calidad sino pq mis dos niños las destrozan. Pero me da igual pq me ha salvado la tablet varias veces. Simplemente, para mi es la mejor porque protege bien las esquinas en las caídas. El precio lo considero justo, aunque ha ido subiendo. Como contras, podría decir que es un poco mas aparatosa que otras fundas, pero para mí esto no es un problema, pq prima la protección de la tablet.",5,pc
"El olor es agradable, pero los perros no estan denteo de casa. Con o sin collar siempre cogen algun parásito",2,pet_products
Esteticamente el producto esta muy bien pero la funda recibida presentaba holgura lo que hacia que el agarre del telefono no fuese demasiado comodo.,3,wireless
La verdad es que no lo compraría otra vez. Hay que presionar demasiado los botones para cambiar.,3,electronics
Buena calidad y buen precio. La talla bien.,5,apparel
El que mas me gusta es el negro porque es el más intenso. Compraré mas de repuesto. Buena relacion precio calidad,5,drugstore
Es un poco incómodo pero fácil de uso.,2,personal_care_appliances
No es mejor que el hierro de carnicero,1,kitchen
"Bastante flojo, artículo tipo souvenir de baja calidad",2,apparel
"En los extremos hay una regilla abierta, entonces no le veo la parte practica. Cuando lo doblo tampoco alcanza a tapar los mandos. Todo lo demás excelente, pero ves lo barato sale caro",3,baby_product
"Muy fácil de montar,y muy cómodo, lo que no me gusta es cuando lo tumbo parece que queda sin reposa brazos y quien lo usa es mi madre y tenemos miedo de que se caiga, tenían que ser más altos para que estuviera más sujeta por los lados. Se compró para que no tuviera las piernas colgadas por problemas de retención de líquidos y circulación pero ella tiene miedo a caerse.",3,furniture
"Es un juguete que poco tiene de juguete. Lo que estás pagando es únicamente el nombre ""Peppa Pig"" y no resulta barato precisamente. Los materiales son resistentes y de calidad, y el producto real es muy fiel a como se ve en la fotografía. Sin embargo, no es nada interactivo, es demasiado ruidoso y sólo incluye dos personajes, por lo que no le ha resultado muy entretenido a la hora de jugar. El servicio de entrega de Amazon fue impecable (como casi siempre): dentro del plazo y con el paquete en perfectas condiciones.",2,toy
me a gustado que es fuerte.,3,home
"Aunque sólo llevo unos días con este cubre camas, estoy muy contento con el. Se coloca fácilmente con unos elásticos que trae, es muy rápido calentando, de hecho el más rápido que he tenido, y tiene una textura gruesa y muy agradable sin que se note el cableado interior. El problema de todos los cubre camas es que se suelen estropear con facilidad, por lo que en unos meses haré otra valoración. Cuando compruebe su duración le pondré las 5 extrellas",4,personal_care_appliances
"A calidad es bastante buena y parece que no se pegan, las he usado ya algunas veces, y lavado en el lavavajillas y como el primer día",4,kitchen
"Llegó por Seur en menos de 24 horas, pese a que decía que las enviarían en dos o tres días. Tiene dos puertos HDMI, con lo que sirve de monitor (si tu ordenador tiene este puerto) y de tv. Es smart tv, se conecta a Internet con mucha facilidad. Yo no he tenido que sintonizarla porque tengo Vodafone tv y he enchufado el tivo directamente al HDMI. Para los que sean prime tiene una tecla en el mando de acceso directo a amazon prime vídeo; y tiene otra para los que tengan Netflix, cosa que he encontrado comodísima. Le falta la de HBO, sería perfecta así. Se ve muy bien desde todos los ángulos y como monitor no la he probado con juegos, pero se ve con buena resolución si no eres muy exigente. Si lo tuyo es el gaming imagino que necesitarás otra de más alta gama con mejor resolución, pero para un uso de oficina de ordenador y tv de dormitorio o cocina es estupenda. No obstante, si hubiera que ponerle una pega, se oye muy baja.",4,pc
Cumple con lo esperado y buen acabado,4,home
"Edta muy bien acabada y parece de buena calidad, medida desahogada para cartas grandes",4,toy
AL PASAR UN PAR DE MESES EMPECE A ESCUCHAR UN RUIDO DENTRO DE UNO DEL ELLOS COMO SI ALGO ESTUVIESE SUELTO PERO ENTIENDO QUE ES ALGO DE ESTA UNIDAD (Unos Auriculares perfectos para jugar a juegos en PC por su 7.1 virtual y con el software que encuentras en su pagina principal facilita mucho poner los sonidos a tu gusto. Son cómodos de usar y no hacen daños tras un largo tiempo puestos. Para consola (PS4 en mi caso) se escuchan perfectamente pero no funciona el 7.1 ya que la consola no acepta descargar los drivers de los cascos. Pero no obstante son muy recomendables. Otro punto favorable es que puedes quitar el micrófono cuando quieras para que no moleste. Y por ultimo los botones del cable que facilitan en bloquear el micrófono y regular el volumen.),1,pc
"Envío, información, todo excelente, aunque no supe configurar el receptor",3,other
Llego muy rapido. Todo perfecto.,5,home
es sencillo de visualizar a pesar que esté al revés el formato de la hora porque al final te acostumbras,3,watch
"Muy contento con la compra, dispone de regulador de sonido y funciona perfecto y es muy util. Son muy comodos, y cuando llevas un rato con ellos puestos no notas absolutamente nada. Las almohadillas son muy comodas, el microfono se escucha muy bien y el sonido del propio auricular es muy bueno! Lo recomiendo 100%",5,video_games
Lo queria para la cremallera de un bolso para que me fuera mas facil llagar a ella y cumple y ademas adorna la unica pega es que la pluma se me solto en el camino tube que ponerla yo de nuevo y asegurarla con una gota de pegamento,4,home
Me ha gustado el producto y su tamaño. Me llegó muy rápido.,5,pc
"Se nota que es una correa barata y la calidad no es perfecta, pero hace su función sin problemas. Calidad precio correcto",3,wireless
no me ha gustado nada no recibir el pedido,1,watch
A los pocos días se me ha comenzado a despegar por la parte superior. Parece que el pegamento no tiene buena calidad,2,wireless
No funciona el emparejamiento con el movil Xiaomi A4.,1,wireless
"Este radiador electrico cumple con su cometido. Lo utilizo como apoyo a la calefaccion central, por la noche-madrugada , para calentar la habitacion donde estoy estudiando. La unica pega que tuve fue que las ruedas no asentaban por igual y cojeaba un poco.",4,kitchen
"Bastante contento con la compra,se lo he comprado a una amiga ,bastante detallado para un precio muy asequible.",4,jewelry
"Era para regalar, cuando tenga alguna referencia, os lo digo",3,beauty
"Es una funda muy mala de peor calidad que las que venden por 2 € no es ray ban origina di de coña , dentro pone Made un china no cierra bien se descoloca con facilidad las quería para levar mis aviador titanium con seguridad pero a sido tirar el dinero",1,apparel
"Se ajusta bien al modelo, pero en pocos dias se rompieron los botones",3,wireless
"Bonito, pero muy grande. El color se mantiene bastante bien. Por tamaño no lo uso pero esta muy bien. Recomiendo",2,jewelry
"El precio puede parecer caro, pero la rentabilidad y todo lo que dura este pack es increíble, la verdad es que es dinero muy bien gastado. El papel es excelente y de buena calidad",5,drugstore
La batería bien . Mi ordenador mal,4,electronics
Para llegar a los armarios de mi cocina va fenomenal,4,furniture
"Esta averiado el cargador usb, al meterlo se oye un zumbido",1,automotive
"Nunca llegó, informé al vendedor y su respuesta inmediata fue te devolvemos el dinero. Si lo hubieran mandado, supongo que hubieran respondido algo de esperar unos días o de intentar localizar el paquete... Viendo la respuesta, parece que sea una estafa en toda regla. Gente que no reclamará y ellos ganan dinero sin mover un dedo. No se como AMAZON no investiga más quienes son sus vendedores y permite este tipo de acciones.",1,sports
"Está bien, al no ser un plástico duro se adapta a la pantalla. Los contras es que cuesta mucho de poner y que no queden burbujas de aire (aunque éstas van desapareciendo).",4,wireless
"Va muy bien, la usamos para llevar los cacharros a limpiar en el camping. Por ponerle una pega, es un poco endeble. Pero es sencilla y ligera, para nosotros perfecta.",4,home_improvement
"Pues eso, está bien para hacer la gracia de tener ""un palo"" desplegable en menos de 5 cm. Pero es poco resistente ( por otro lado como era de esperar), y pienso que duradero. Además de que cuesta volverlo a plegar.",2,furniture
"no se ajustan a tu cuerpo, y de mala calidad",1,apparel
"Baja calidad. Enseguida.le salen bolas..ya,se que es una imitación....pero muy mal producto dos usos y a la basura",2,apparel
"El bolso es una maravilla, pero con el peso, las tiras son muy finas y me duro un mes aprox.",2,luggage
"Es lo que esperaba, bastante bueno, la unica pega es que tardó mas de un mes en llegar, pero eso es culpa de la empresa de paquetería",4,automotive
"Mucho plástico demasiado plástico , solo plástico, también por el precio no se puede esperar otra cosa es lo que hay",3,wireless
Cumple con las expectativas y ademas es muy cómodo poder realizarse la laser desde casa. Lo recomiendo. Ademas al enviártelo en un estuche hace que lo puedas guardar cómodamente.,4,personal_care_appliances
"Devolución imposible la información aportada por Amazon insuficiente el transportista no existe ya que cambio de empresa, la información técnica del producto no especifica las características técnicas",1,automotive
"En la parte de abajo del cristal hay un círculo que no pega del todo, se ve feisimo",1,wireless
Calidad precio muy bien pero enorme de talla,4,apparel
El top no seca bien.,2,beauty
Me queda grande pero es bonita. Tengo la muñeca muy delgada .,3,sports
Es muy molesto que te de las horas...ademas en ingles.se puede silenciar?,3,wireless
"Es espectacular, muchos colores y funcionamiento perfecto. Tonos adecuados para infinidad de ocasiones. Sin duda una compra de la que no te arrepientes",4,home
"Me hacen daño al caminar. Pensé que al ser más caras serian más comodas, pero nada más lejos Una de las tiras de dobla y produce rozaduras. En cuanto a talla y aspecto, perfectas.",4,shoes
"Ahora mis hijos se pelean por ella. Muy útil, robusta, buena calidad y los pasatiempos un punto.",5,baby_product
es el cordón rojo es corto y no tiene la medida correcta según el feng shui y se necesita que sea de 15 a 18 cm.,3,home
"El envio fue rápido y en perfectas condiciones, pero no se corresponde con la version española, es la italiana. Desconozco si permite idioma español ya que lo devolvi sin quitar el embalaje.",2,video_games
El envío ha llegado en la fecha establecida. Le doy 2 estrellas porque no me ha enviado el producto que he pedido. Sobre la devolución no puedo opinar todavía porqué no he devuelto el paquete.,2,automotive
"Compré este teléfono porque la persona que lo usa tiene problemas severos de audición, una vez instalado pude constatar que cuando ella descolgó el auricular para hacer una llamada, su mirada se iluminó de sorpresa cuando pudo escuchar el tono de la llamada y más aún cuando pudo tener una conversación escuchando perfectamente a su interlocutor, ella estaba contenta y satisfecha, por lo que yo tambien lo estoy por ella. Es un Teléfono ideal para las personas que tienen problemas de audición por eso le doy 5 estrellas.",5,wireless
"Por el precio que tienen están muy bien, manejables, buen sonido y pesan poco. Facil de enlazar con los móviles y el acolchado está bastante bien y se adapta a la oreja. Cumplieron con los plazos de entrega. Llevamos un mes utilizándolos y de momento no se han roto!!!...",4,electronics
"La cámara por lo que vale y el uso que se dará está bien pero la calidad de los plásticos es muy mala. Se puede romper fácilmente y a la hora de montar el soporte parece que se vaya a romper. La cámara trae un circuito básico pero decente con su placa solar funcional. Un detalle muy bueno es que el protector de la lente es de cristal y no de metacrilato un punto muy bueno para verse un poco más real y que con el tiempo no se dañe. La calidad de construcción la podéis ver en las fotos, en mi caso habían partes rotas de haber apretado a la hora de fabricación demasiado los tornillos. En general está bien por lo que cuesta, recomendaría ponerla lejos y a una buena altura para que no se vea que es falsa.",3,home
"La calidad es buena y es un ""doble prenda excelente"" lo único es que la talla M (que es la que periódicamente sale de oferta a un buen precio) es grande una L por lo menos",3,sports
"Calzado cómodo, y promete una visión diferente al caminar y correr.",5,shoes
Por 10 euros es la funda de switch más completa/delgada que hay.,5,video_games
"Los he comprado para reutilizar mis objetivos Canon FD con la Sony alpha 7. El tulipán para el 28mm f 2,8 cumple. El de caucho con un 50mm f 1,4 viñetea un poco cuando está completamente desplegado debido a las irregularidades de la circunferencia goma. Hay que tener cuidado o usarlo en la posición plegada que algo hace de parasol, pero menos.",4,camera
Depende demasiado de la intensidad de sol,2,lawn_and_garden
"Tienen en su interior una plástico que impide que la aspiración sea correcta, si se arranca ese plástico aunque solo sea parte de el entonces funciona mejor.",2,kitchen
"Es malísima, me llegó totalmente destrozada por su mala calidad. No vale ni como juguete porque se salen las cuerdas, ...",1,baby_product
"Rápidez, buena calidad y sonido definido.",5,wireless
"Compré una unidad, y fue perfecta. Al comprar la segunda, tuve que hacer dos cambios. En ambos casos, el ratón salió defectuoso. Al segundo cambio, ya no me dejaba canjear, y me obligaron a devolverlo. Pero como quedé muy satisfecho del primer producto, volví a comprarlo, y eso que salía un poco más caro. Pero en esta ocasión , el teclado falla. El paquete venía ya abierto y vuelto a cerrar. Así que compré un producto nuevo que ya fue devuelto. Y, sin duda, se devolvió por el mal funcionamiento del teclado. El teclado físico, parece que va bien. Pero es como si se quedara alguna membrana pegada, y repitiera las letras. En ocasiones, la escribe doble. Otras, se queda literalmente pegada. Por tanto, es una herramienta que no da confianza. Si te sale bueno, la verdad es que es cómodo, y el ratón cómodo para la mano. Si lo compras, suerte. Que te salga bueno.",2,pc
"Le pongo una estrella y porque no me deja ponerle un 0. Estoy muy descontenta, hice la compra el 28 de febrero y a día de hoy sigo sin recibirlo. La contestación que me dan al respecto es... En 10 días su pedido llegará y así 3 meses. Una verdadera VERGÜENZA!",1,home
"Diseño genial, se oye muy bien",5,other
El producto es buenos y fácil de montar yo me esperaba que se pudiera subir un poco mas en altura para poderlo adaptar a otros escritorios mas altos que tengo,3,furniture
"No le doy las cinco estrellas porque tiene un cajón para la grasa que se cae fácilmente, por lo demás es lo que buscaba.",4,kitchen
Es muy fina la tela y tengo mis dudas de la durabilidad en unas condiciones atmosféricas malas con viento y sol casi constante en la ubicación costera que tiene. El tamaño es perfecto,3,lawn_and_garden
Precio ajustado. Mi hijo supercontento.,5,toy
"son muy bonitas pero tamaño demasiado grande, al menos para mujer. El material esta bien y aunque no he probado el mechero en el campo sí que consigo sacar la chispa.",3,sports
"Ojo con los niños los que tienen dermatitis atópica, mi hijo empeoró a los 5 minutos de echarsela,le dio reaccion.",1,beauty
"A pesar de comprarlo de 2ª mano, aparentemente estaba sin estrenar y con el embalaje perfecto, lo cual fue una sorpresa agradable. Me costó algo la primera sincronización, pero era un problema de Windows. Si ya está instalado Polar Sync en el ordenador, recomiendo desinstalarlo y volver a instalarlo si a la primera no funciona bien la sincronización El funcionamiento es perfecto, si bien se echa en falta alguna función, como por ejemplo poder programar entrenamientos como en los relojes Polar Vantage, por eso no le doy la 5ª estrella. La fijación del soporte al manillar de la bici no viene bien explicada, hay que dar doble vuelta a la goma que lleva para que quede firme (se pueden buscar mejores explicaciones en internet). Una vez bien fijada queda perfectamente sujeto",4,sports
"Son de un plástico muy malo, se rompe con demasiada facilidad, muy mal producto",1,beauty
Espinillera fabricada en plástico muy resistente por la parte exterior que aguanta cualquier golpe y por la parte interior tiene un acolchado medio / duro que amortigua el golpe. También vienen unas perneras donde se coloca la espinillera para que no se mueva durante el partido. Buna relación calidad precio.,5,sports
"Son super chulos!! aunque parece que el cable que va a los auriculares en muy sencillo, a ver lo que dura... plegables y manejables, a mi hija le encantaron , buen aislamiento. La orejas se encienden intermitentes o con posición fija y le dan un toque mas cool ..!",5,musical_instruments
"Practico por tamaño, pero los pinchos en las bases rompen los huevos.",3,home
"Apariencia industrial, funciona bien pero la tapa debería ajustar mejor",4,home
No esta mal. Calidad normal,3,home
Muy buena luz para bicicletas,4,sports
La mesa llego con una grieta pero hablando con la empresa me hicieron un descuento y lo hemos solucionado. Yo no voy a extenderla pero si la vais a extender varias veces no la recomiendo ya que hay que atornillar y es un lio,4,furniture
Es un protector bueno y tiene buen tacto que si se usa sin funda puede ser buena compra pero en el P20 PRO sale un poco con lo cual al ponerlo con funda no se ajusta bien en toda la pantalla,3,wireless
Bien pero me esperaba que fuera mejor.,2,wireless
"Se estropeó pronto, no lo detecta la aplicación ni nada. A lo primero estaba encantado pero ha funcionado poco tiempo.",2,home_improvement
"Buenas solicité una devolución por correos y me mandasteis el código para imprimirlo, lo cancelé y solicites otra forma de devolución por celeridad. Mi pregunta es ¿podría mandarlo a ustedes por correo como lo iba hacer la primera vez ya que pude alfinal imprimir la hoja del código o ya no vale ese código?",3,industrial_supplies
Me parecen muy bonitos...Esperaba que fueran un poquito más grandes pero igualmente están muy bien...los utilizo mucho...,3,jewelry
"Tarda mucho en secar la ropa,y las patas se salen mucho, no estoy muy contenta, así que no la recomiendo mucho",2,other
"Una novela magnífica, que a pesar de su dureza consigue transmitir mucho mediante el desarrollo eficaz de los personajes y la trama. Altamente recomendable. Espero con interés la segunda novela del autor.",5,digital_ebook_purchase
"Después de probar varias bombillas, todas hacen un parpadeo molesto. Podría darse el caso que fuera el transformador (probado en 2 transformadores), es por eso que las devuelvo.",2,home
"lo pedi para un garmin oregon 700, calidad decepcionante, solo pude usarlo una vez con muy poca duracion y ya no pude recargarlo. suerte que es una pieza oroginal Garmin !!!!!",1,wireless
"Me ha llegado hoy el producto y no se ajusta a la descripción, sólo me han enviado los pomperos en color verde y blanco y no llevan el jabón de burbujas. Toda una decepción.",1,toy
El maletín está roto por lo que cojea y es muy incómodo,2,home_improvement
"Es tan largo en la parte ancha, que o lo metes muchísimo por debajo del colchón, que si no, seguro, que acabas hecho un ovillo por la mañana. El tacto es muy bueno, y no hace ningún tipo de ruido plasticoso.",3,furniture
"Contento con la compra aunque le falta una abertura por detras para poder enchufar el cargador y usb sin necesidad de andar quitando la funda, yo tenia muy desgastados los botones laterales y me ha venido fenomenal para seguir usandolo",3,wireless
Buena calidad. Recomendado. Rápido y fácil instalación. Bien embalado y resistente. Buenos acabados y transporte rápido . Con todos complementos,5,home_improvement
"La tela que trae es horriblemente tiesa,y además amarillenta. Para practicar puede servir,pero es desagradable hasta al tacto. La variedad de colores de los hilos es adecuada.",3,home
bolsa perfecta muy comoda original,5,pet_products
Un juguete pero potente!!!,3,home_improvement
Percato. Llego a tiempo y en perfecto estado. Es muy bonito,5,personal_care_appliances
me ha gustado la rapidez de entrega de mi pedido,4,wireless
"Va bastante bien para jugar con el móvil, pero la putada que lo tienes que vincular cada vez que vas a jugar",3,video_games
Perfectos y buena relación calidad precio,5,drugstore
"Juegazo, no lo dudes",5,video_games
"No me gusto nada, la calidad muy pobre, era un regalo y me lo tuve que quedar. No reconoce la mayoría de las fotos y eran de formato .jpg...",1,wireless
"Está muy bien, aunque tarda en calentarse y enfriarse. No trae libro de instrucciones. Muy práctica para viajes",4,beauty
Me encanta ncanta y gran ayuda,4,book
"Personalmente, de todas las que he probado, es la mejor arena que existe. Desde que la probé, es la única que compro y voy a comprar. Huele súper bien, crea poco polvo, aglomera literalmente todo lo que le eches, de las más fáciles para limpiar dado que las bolas no se rompen fácilmente dado lo pegada que están. Un arenero lleno dura una semana o más si lo limpias con la pala cada día o cada dos días si solo tienes un gato. Si quieres que dure más, puedes ir mezclandolo con arena barata de supermercado para no gastar tan rápido los 6L. Si no le doy 4 estrellas, es por el precio. Cuando la probé estaba en Amazon de oferta a un precio que ahora echo de menos. Si vuelve a estar de oferta pediré varios paquetes para tener reservados para todo el año, dado que mi única opción con este precio actual es comprarlo en otra página donde está a mayor precio pero hacen descuento si compras en pack de 5 paquetes. Si vuelve a estar de oferta, automáticamente pasa a tener 5 estrellas. Y no tendría más porque no se le puede dar.",4,pet_products
"Por mi parte todo bien, llegó pronto y en buen estado,y de momento funciona bastante bien. Espero que de buen resultado.",4,home_improvement
"Al abrir la caja estaba mojada por dentro, La bomba viene en una bolsa que también estaba mojada por dentro, al sacarla la bomba también está mojada y las conexiones de los tubos mojados por dentro, quiere decir q ha estado montada y usada... hasta 15 días no puedo ir al barco para probar si funciona o no.",2,sports
Por el precio q tiene no se puede pedir más,5,jewelry
No se encajan bien en los cajones y son muy estrechos y tienen poca estabilidad. Serían más bien para ropa interior y ropa muy ligera,3,kitchen
"Después de semanas de uso se puede decir que: Muchas prestaciones técnicas, pero no deja de ser un aparato lento y engorroso de manejar. Sigue funcionando, pero su usabilidad tan escasa quita las ganas de utilizarlo. Dejo de tener asistencia técnica y actualización al poco tiempo.",2,wireless
"Me ha servido para lo que quería, que era poner fibra en otro lado desde el router a una habitación (que por supuesto me ha sobrado cable). Rapidez en el envío y precio-calidad bien.",4,home_improvement
Hace su función vale para freelander 2,3,automotive
"No es lo que había esperado. La resolución es más bien precipitada, pero se deja leer. Es más una novela de amoríos que de intriga o aventura.",3,digital_ebook_purchase
"No es lo que esperaba después de ver la descripción de venta que eran super brillantes y potentes, las de 55w que tenía puestas son más fuertes que estas",2,automotive
"Es un presurizador que además, admite carga de aire y así mantener la presión de las pelotas. Tiene un sistema rudimentario para saber que tiene la presión correcta pero efectivo. Al principio le puse demasiada presión para tres pelotas pero eso se puede ir mejorando metiendo menos.",4,sports
"Me gusta porque coincide la talla, en otros fabricantes son un poco justas.",4,apparel
No es el mismo color,2,home
"El filtro es el estándar de dos zonas con filtro, no de cuatro, como indican. Por lo demás, correcto",2,pet_products
"Yo la he comprado con rotuladores para regalo de cumpleaños para los compañeros de la guarde de nuestra hija de 3 años. La mochila es como de celulosa, y al pintar con los rotuladores se emborrona y los niños se ponen perdidos las manos y la ropa. Igual para niños mayores mejor que para niños tan pequeños.",4,luggage
"Hasta el momento muy contentos, pero que casualidad q justo acaban los dos años de garantia y se rompe el enganche que une con la parte de metal, la de las cuchillas,y tampoco es que haya tenido mucho uso... 25 euros para reponer la pieza metalica. Una decepción.",2,kitchen
No encajan bien en la oreja.,2,wireless
"La zapatilla es muy mona pero cada vez que das un paso, debido al material exterior, hacen un ruido molesto. Una vez que te las pones varias veces ya se va pasando. Son frías, eso sí.",3,shoes
"la compré por las opiniones que leí y no me ha defraudado: del material es resistente, de buena calidad, no huele a plástico. La boquilla es amplia y mi hijo de dos años y medio la usa perfectamente (no se atraganta). Es verdad que es un poco dura para abrir y cerrar (para los niños) pero en breve tendrá la fuerza suficiente para hacerlo. Tiene un doble sistema de seguridad, por lo tanto, no hay peligro de derrame.",5,sports
Los globos perfecto. Lastima que de las letras faltó una A.,1,toy
"Fue para regalo, pero todos los discos funcionan perfectamente, el sonido es bastante bueno y la imagen de buena calidad, el único fallo que le veo es que el menú de entrada está en inglés pero en este caso no era ningún problema. La edición es preciosa y contiene un montón de horas de contenido extra. Muy contenta con el producto.",5,other
"Correa que es lo que es y no tiene mucho misterio, cuidado porque el material de la correa es un nylon que quema al roce.",2,pet_products
"No me fue fácil de instalar y tuve que llamar a un instalador. La imagen se va de vez en cuando (pues más o menos cada 20' se queda sin color). No estoy nada contento con este aparato y la verdad, NO LO RECOMIENDO.",2,wireless
"Esta muy muy bien calidad precio, lo único malo, es que hay que cambiar si o si el espadin, ya que no coinciden",3,electronics
No me ha llegado aun,1,wireless
Me gustaron buena calidad,3,home
Perfecta. La única k se queda perfecta después de comprar otras.,5,wireless
"Viene completo, con los tacos y los tornillos. Parece muy sólido.",4,lawn_and_garden
"Creo que algo mejora y prepara un poco el músculo para rendir mejor. Lo utilizo para jugar al pádel, ya que no siempre hay tiempo de calentar bien y sí parece hacer algo. Eso sí, el olor mentolado es muy fuerte, dentro de casa apesta.",3,drugstore
"Demasiado fino, y justo por debajo de las axilas, una decepción.",3,apparel
"Me gusta que tiene 12 enganches para sujetar la sábana. El precio podía ser un poco más bajo. La apariencia y consistencia parecen buenas y aguantan, veremos con el paso del tiempo",5,home
Tiene un tamaño perfecto.,4,luggage
"Perfecto el calentamiento del agua,evidentemente no puedes esperar que el agua se caliente a 35º pero la función que se describe en el producto, la cumple",4,lawn_and_garden
"Le faltaban el bolígrafo azul y la pizarra y su correspondiente bolígrafo, pero era un regalo y ya lo abrió y utilizó, así que no puedo devolverlo. Ojo antes de abrirlo, ya he visto que no soy la primera. Por lo demás curioso, pero caro. Fue un regalo de última hora, si no, seguramente no lo habría comprado.",2,office_product
"Mal funcionamiento desde el principio. Lento no, lo siguiente. Media hora literal para arrancar. No me han hecho la devolucion de uno de los dos que compre. 4 meses para resolver el asunto y sin devolverme dinero, argumentando q in ordenador tiene una clave, cuando no arranca ni para resetearlo. Mal, fatal. No compraria nada en esta empresa.",1,pc
"buena idea y funciona al principio, pero se empezó a despegar y al final perdí la tapa! Tienen que mejorar la adhesión ya que el sistema es muy práctico",2,wireless
"Me gusta lo fácil que es de poner , lo que no me gusta es lo lejos que se ve el que viene por detrás , le falta aumento o otro enfoque",3,sports
No es térmica como indica la descripción.,2,sports
"Sabor intenso a chocolate, para quitarte el antojo de éste, con algo de creatina que también ayuda y buena cantidad de proteínas. Si no eres de dulce no creo que os guste, en mi caso sí.",5,grocery
Complicado de ajustar se oye mal cuando pasa de 60 ke hora,3,wireless
No lo volvería a comprar. No tiene más funciones que una pulsera de actividad normal.,2,wireless
"Me gusta mucho, es más grande que los otros dos que tenía. Este parece una carpeta. En la foto no se ve bien, pero es de un bonito color azul. Además se van alternando los colores, pero basta con cerrarla rápidamente y el color que se desea queda fijo. Yo las uso en las mesillas de noche, pero está muy bien para llevar de viaje y tener siempre una lámpara a mano. De cerrada no se sabe que es, parece un cuaderno y a todos les sorprende al abrirla, además se puede colocar en diferentes posiciones e incluso tiene una pequeña argolla para colocarla. La batería dura bastante y su conexión para cargar está muy bien camuflada.",5,home
"Es un buen protector. Lo hemos usado este verano toda la familia. Parece denso, pero si se frota un poco antes se aplica bien. Mi niña tiene la piel delicada y no hemos tenido ningún problema ni reacción. Todo ingredientes naturales.",5,drugstore
Buena calidad y buen precio,4,automotive
"Tal y como sale en la web, envío muy rápido a precio ajustado a la baja",5,book
"No está mal, quizás un poco pequeños pero hace la fiesta más amena y divertida, lo k tienes k montar tu los accesorios",5,toy
"Decepcionante. Lo recibido no tiene nada que ver con lo comprado. Pese al precio ínfimo, lo considero una estafa",1,toy
